=== 自动建图数据 ===
总步数: 562
总时间: 180.86秒
建图方式: 自动探索算法

=== 扫描数据 ===
步数,时间,X,Y,角度,前方,左侧,右侧,后方,最小距离
358,167.87,3.580,0.000,0.030,0.47,1.70,1.57,5.00,0.47
359,167.94,3.590,0.000,0.030,0.47,1.65,1.53,5.00,0.47
360,168.00,3.600,0.000,0.030,0.46,1.64,1.51,5.00,0.46
361,168.06,3.610,0.000,0.030,0.45,1.67,1.54,5.00,0.45
362,168.13,3.620,0.000,0.030,0.45,1.61,1.50,5.00,0.45
363,168.19,3.630,0.000,0.030,0.44,1.65,1.52,5.00,0.44
364,168.26,3.640,0.000,0.030,0.45,1.61,1.49,5.00,0.45
365,168.32,3.650,0.000,0.030,0.43,1.63,1.50,5.00,0.43
366,168.38,3.660,0.000,0.030,0.42,1.62,1.46,5.00,0.42
367,168.45,3.670,0.000,0.030,0.41,1.60,1.49,5.00,0.41
368,168.51,3.680,0.000,0.030,0.41,1.60,1.44,5.00,0.41
369,168.58,3.690,0.000,0.030,0.41,1.55,1.42,5.00,0.41
370,168.64,3.700,0.000,0.030,0.39,1.58,1.44,5.00,0.39
371,168.70,3.710,0.000,0.030,0.40,1.53,1.40,5.00,0.40
372,168.77,3.720,0.000,0.030,0.39,1.52,1.43,5.00,0.39
373,168.83,3.730,0.000,0.030,0.37,1.54,1.40,5.00,0.37
374,168.90,3.740,0.000,0.030,0.38,1.50,1.37,5.00,0.38
375,168.96,3.750,0.000,0.030,0.36,1.47,1.39,5.00,0.36
376,169.02,3.760,0.000,0.030,0.36,1.52,1.38,5.00,0.36
377,169.09,3.770,0.000,0.030,0.35,1.50,1.36,5.00,0.35
378,169.15,3.780,0.000,0.030,0.35,1.48,1.35,5.00,0.35
379,169.22,3.790,0.000,0.030,0.34,1.47,1.34,5.00,0.34
380,169.28,3.800,0.000,0.030,0.33,1.46,1.32,5.00,0.33
381,169.34,3.810,0.000,0.030,0.32,1.44,1.31,5.00,0.32
382,169.41,3.820,0.000,0.030,0.32,1.43,1.30,5.00,0.32
383,169.47,3.830,0.000,0.030,0.32,1.42,1.29,5.00,0.32
384,169.54,3.840,0.000,0.030,0.30,1.40,1.27,5.00,0.30
385,169.60,3.850,0.000,0.030,0.31,1.35,1.24,5.00,0.31
386,169.66,3.860,0.000,0.030,0.29,1.38,1.24,5.00,0.29
387,169.73,3.870,0.000,0.030,0.31,1.34,1.22,5.00,0.31
388,169.79,3.880,0.000,0.030,0.29,1.36,1.20,5.00,0.29
389,169.86,3.890,0.000,0.030,0.29,1.35,1.23,5.00,0.29
390,169.92,3.900,0.000,0.030,0.28,1.34,1.22,5.00,0.28
391,169.98,3.910,0.000,0.113,0.29,1.62,1.02,5.00,0.29
392,170.05,3.920,0.000,0.113,0.28,1.61,1.03,5.00,0.28
393,170.11,3.930,0.000,0.113,0.28,1.61,1.01,5.00,0.28
394,170.18,3.940,0.000,0.113,0.28,1.56,0.98,5.00,0.28
395,170.24,3.950,0.000,0.113,0.28,1.61,1.01,5.00,0.28
396,170.30,3.960,0.000,0.113,0.27,1.60,1.00,5.00,0.27
397,170.37,3.970,0.000,0.113,0.29,1.56,0.98,5.00,0.29
398,170.43,3.980,0.000,0.113,0.27,1.59,0.99,5.00,0.27
399,170.50,3.990,0.000,0.113,0.27,1.53,0.99,5.00,0.27
400,170.56,4.000,0.000,0.113,0.26,1.58,0.98,5.00,0.26
401,170.62,4.010,0.000,0.113,0.26,1.52,0.97,5.00,0.26
402,170.69,4.020,0.000,0.113,0.26,1.51,0.97,5.00,0.26
403,170.75,4.030,0.000,0.113,0.27,1.53,0.94,5.00,0.27
404,170.82,4.040,0.000,0.113,0.26,1.51,0.97,5.00,0.26
405,170.88,4.050,0.000,0.113,0.26,1.52,0.97,5.00,0.26
406,170.94,4.060,0.000,0.113,0.25,1.50,0.96,5.00,0.25
407,171.01,4.070,0.000,0.113,0.26,1.51,0.93,5.00,0.26
408,171.07,4.080,0.000,0.113,0.25,1.49,0.95,5.00,0.25
409,171.14,4.090,0.000,0.113,0.25,1.49,0.91,5.00,0.25
410,171.20,4.100,0.000,0.113,0.25,1.49,0.91,5.00,0.25
411,171.26,4.110,0.000,0.113,0.25,1.48,0.90,5.00,0.25
412,171.33,4.120,0.000,0.113,0.26,1.49,0.91,5.00,0.26
413,171.39,4.130,0.000,0.113,0.23,1.52,0.92,5.00,0.23
414,171.46,4.140,0.000,0.113,0.24,1.46,0.92,5.00,0.24
415,171.52,4.150,0.000,0.113,0.23,1.51,0.91,5.00,0.23
416,171.58,4.160,0.000,0.113,0.24,1.45,0.88,5.00,0.24
417,171.65,4.170,0.000,0.113,0.23,1.51,0.91,5.00,0.23
418,171.71,4.180,0.000,0.113,0.23,1.50,0.90,5.00,0.23
419,171.78,4.190,0.000,0.113,0.22,1.48,0.88,5.00,0.22
420,171.84,4.200,0.000,0.113,0.21,1.47,0.88,5.00,0.21
421,171.90,4.210,0.000,0.113,0.22,1.48,0.89,5.00,0.22
422,171.97,4.220,0.000,0.113,0.22,1.48,0.88,5.00,0.22
423,172.03,4.230,0.000,0.113,0.22,1.41,0.84,5.00,0.22
424,172.10,4.240,0.000,0.113,0.23,1.41,0.85,5.00,0.23
425,172.16,4.250,0.000,0.113,0.21,1.46,0.87,5.00,0.21
426,172.22,4.260,0.000,0.113,0.22,1.40,0.83,5.00,0.22
427,172.29,4.270,0.000,0.113,0.20,1.44,0.85,5.00,0.20
428,172.35,4.280,0.000,0.113,0.21,1.45,0.83,5.00,0.21
429,172.42,4.290,0.000,0.113,0.21,1.38,0.82,5.00,0.21
430,172.48,4.300,0.000,0.113,0.21,1.43,0.82,5.00,0.21
431,172.54,4.310,0.000,0.113,0.20,1.42,0.83,5.00,0.20
432,172.61,4.320,0.000,0.113,0.20,1.41,0.83,5.00,0.20
433,172.67,4.330,0.000,0.113,0.20,1.41,0.83,5.00,0.20
434,172.74,4.340,0.000,0.113,0.20,1.35,0.80,5.00,0.20
435,172.80,4.350,0.000,0.113,0.19,1.40,0.82,5.00,0.19
436,172.86,4.360,0.000,0.113,0.20,1.40,0.82,5.00,0.20
437,172.93,4.370,0.000,0.113,0.19,1.38,0.81,5.00,0.19
438,172.99,4.380,0.000,0.113,0.19,1.38,0.80,5.00,0.19
439,173.06,4.390,0.000,0.113,0.18,1.37,0.80,5.00,0.18
440,173.12,4.400,0.000,0.113,0.18,1.37,0.79,5.00,0.18
441,173.18,4.410,0.000,0.113,0.19,1.31,0.77,5.00,0.19
442,173.25,4.420,0.000,0.113,0.17,1.35,0.78,5.00,0.17
443,173.31,4.430,0.000,0.113,0.18,1.36,0.75,5.00,0.18
444,173.38,4.440,0.000,0.113,0.17,1.34,0.78,5.00,0.17
445,173.44,4.450,0.000,0.113,0.17,1.34,0.74,5.00,0.17
446,173.50,4.460,0.000,0.113,0.17,1.34,0.73,5.00,0.17
447,173.57,4.470,0.000,0.113,0.16,1.32,0.75,5.00,0.16
448,173.63,4.480,0.000,0.113,0.16,1.32,0.75,5.00,0.16
449,173.70,4.490,0.000,0.113,0.17,1.26,0.71,5.00,0.17
450,173.76,4.500,0.000,0.113,0.16,1.32,0.74,5.00,0.16
451,173.82,4.510,0.000,0.113,0.16,1.31,0.74,5.00,0.16
452,173.89,4.520,0.000,0.113,0.16,1.30,0.72,5.00,0.16
453,173.95,4.530,0.000,0.113,0.16,1.30,0.72,5.00,0.16
454,174.02,4.540,0.000,0.113,0.16,1.29,0.71,5.00,0.16
455,174.08,4.550,0.000,0.113,0.15,1.29,0.71,5.00,0.15
456,174.14,4.560,0.000,0.113,0.15,1.28,0.70,5.00,0.15
457,174.21,4.570,0.000,0.113,0.14,1.27,0.68,5.00,0.14
458,174.27,4.580,0.000,0.113,0.15,1.22,0.65,5.00,0.15
459,174.34,4.590,0.000,0.113,0.15,1.22,0.65,5.00,0.15
460,174.40,4.600,0.000,0.113,0.14,1.26,0.68,5.00,0.14
461,174.46,4.610,0.000,0.113,0.14,1.25,0.65,5.00,0.14
462,174.53,4.620,0.000,0.113,0.13,1.24,0.65,5.00,0.13
463,174.59,4.630,0.000,0.113,0.13,1.23,0.65,5.00,0.13
464,174.66,4.640,0.000,0.113,0.14,1.18,0.61,5.00,0.14
465,174.72,4.650,0.000,0.113,0.13,1.18,0.60,5.00,0.13
466,174.78,4.660,0.000,0.113,0.14,1.18,0.60,5.00,0.14
467,174.85,4.670,0.000,0.113,0.13,1.16,0.59,5.00,0.13
468,174.91,4.680,0.000,0.113,0.12,1.15,0.61,5.00,0.12
469,174.98,4.690,0.000,0.113,0.12,1.15,0.60,5.00,0.12
470,175.04,4.700,0.000,0.113,0.13,1.15,0.57,5.00,0.13
471,175.10,4.710,0.000,0.113,5.00,1.14,0.56,5.00,0.56
472,175.17,4.720,0.000,0.113,5.00,1.12,0.54,5.00,0.54
473,175.23,4.730,0.000,0.113,5.00,1.08,0.52,5.00,0.52
474,175.30,4.740,0.000,0.113,5.00,1.12,0.52,5.00,0.52
475,175.36,4.750,0.000,0.113,5.00,1.09,0.50,5.00,0.50
476,175.42,4.760,0.000,0.113,5.00,1.06,0.48,5.00,0.48
477,175.49,4.770,0.000,0.113,5.00,1.03,0.45,5.00,0.45
478,175.55,4.780,0.000,0.113,5.00,1.02,0.44,5.00,0.44
479,175.62,4.790,0.000,0.044,5.00,0.72,0.55,5.00,0.55
480,175.68,4.800,0.000,0.044,5.00,0.74,0.52,5.00,0.52
481,175.74,4.810,0.000,-0.025,5.00,0.52,0.75,5.00,0.52
482,175.81,4.820,0.000,-0.004,5.00,0.58,0.71,5.00,0.58
483,175.87,4.830,0.000,-0.005,5.00,0.54,0.73,5.00,0.54
484,175.94,4.840,0.000,-0.004,5.00,0.58,0.72,5.00,0.58
485,176.00,4.850,0.000,-0.004,5.00,0.54,0.72,5.00,0.54
486,176.06,4.860,0.000,-0.003,5.00,0.57,0.71,5.00,0.57
487,176.13,4.870,0.000,-0.003,5.00,0.58,0.72,5.00,0.58
488,176.19,4.880,0.000,-0.002,5.00,0.59,0.71,5.00,0.59
489,176.26,4.890,0.000,-0.002,5.00,0.58,0.70,5.00,0.58
490,176.32,4.900,0.000,-0.002,5.00,0.59,0.72,5.00,0.59
491,176.38,4.910,0.000,-0.002,5.00,0.55,0.72,5.00,0.55
492,176.45,4.920,0.000,-0.002,5.00,0.59,0.72,5.00,0.59
493,176.51,4.930,0.000,-0.001,5.00,0.55,0.72,5.00,0.55
494,176.58,4.940,0.000,-0.001,5.00,0.55,0.65,5.00,0.55
495,176.64,4.950,0.000,-0.001,5.00,0.55,0.72,5.00,0.55
496,176.70,4.960,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
497,176.77,4.970,0.000,-0.001,5.00,0.58,0.71,5.00,0.58
498,176.83,4.980,0.000,-0.001,5.00,0.59,0.72,5.00,0.59
499,176.90,4.990,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
500,176.96,5.000,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
501,177.02,5.010,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
502,177.09,5.020,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
503,177.15,5.030,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
504,177.22,5.040,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
505,177.28,5.050,0.000,-0.001,5.00,0.55,0.65,5.00,0.55
506,177.34,5.060,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
507,177.41,5.070,0.000,-0.001,5.00,0.58,0.71,5.00,0.58
508,177.47,5.080,0.000,-0.001,5.00,0.54,0.71,5.00,0.54
509,177.54,5.090,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
510,177.60,5.100,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
511,177.66,5.110,0.000,0.041,5.00,0.76,0.59,5.00,0.59
512,177.73,5.120,0.000,0.005,5.00,0.56,0.69,5.00,0.56
513,177.79,5.130,0.000,-0.046,5.00,0.47,0.85,5.00,0.47
514,177.86,5.140,0.000,0.015,5.00,0.62,0.63,5.00,0.62
515,177.92,5.150,0.000,-0.000,5.00,0.55,0.71,5.00,0.55
516,177.98,5.160,0.000,-0.000,5.00,0.60,0.71,5.00,0.60
517,178.05,5.170,0.000,-0.001,5.00,0.58,0.71,5.00,0.58
518,178.11,5.180,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
519,178.18,5.190,0.000,-0.001,5.00,0.58,0.69,5.00,0.58
520,178.24,5.200,0.000,-0.001,5.00,0.59,0.72,5.00,0.59
521,178.30,5.210,0.000,-0.001,5.00,0.55,0.65,5.00,0.55
522,178.37,5.220,0.000,-0.001,5.00,0.58,0.71,5.00,0.58
523,178.43,5.230,0.000,-0.001,5.00,0.58,0.70,5.00,0.58
524,178.50,5.240,0.000,-0.001,5.00,0.58,0.71,5.00,0.58
525,178.56,5.250,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
526,178.62,5.260,0.000,-0.001,5.00,0.58,0.71,5.00,0.58
527,178.69,5.270,0.000,-0.001,5.00,0.60,0.71,5.00,0.60
528,178.75,5.280,0.000,-0.001,5.00,0.58,0.71,5.00,0.58
529,178.82,5.290,0.000,-0.001,5.00,0.60,0.71,5.00,0.60
530,178.88,5.300,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
531,178.94,5.310,0.000,-0.001,5.00,0.58,0.71,5.00,0.58
532,179.01,5.320,0.000,-0.001,5.00,0.55,0.66,5.00,0.55
533,179.07,5.330,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
534,179.14,5.340,0.000,-0.001,5.00,0.55,0.72,5.00,0.55
535,179.20,5.350,0.000,-0.001,5.00,0.58,0.70,5.00,0.58
536,179.26,5.360,0.000,-0.001,5.00,0.55,0.65,5.00,0.55
537,179.33,5.370,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
538,179.39,5.380,0.000,-0.001,5.00,0.59,0.72,5.00,0.59
539,179.46,5.390,0.000,-0.001,5.00,0.59,0.72,5.00,0.59
540,179.52,5.400,0.000,-0.001,5.00,0.58,0.72,5.00,0.58
541,179.58,5.410,0.000,-0.001,5.00,0.57,0.70,5.00,0.57
542,179.65,5.420,0.000,-0.001,5.00,0.58,0.70,5.00,0.58
543,179.71,5.430,0.000,-0.001,5.00,0.55,0.72,5.00,0.55
544,179.78,5.440,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
545,179.84,5.450,0.000,-0.001,5.00,0.60,0.71,5.00,0.60
546,179.90,5.460,0.000,-0.001,5.00,0.57,0.71,5.00,0.57
547,179.97,5.470,0.000,-0.001,5.00,0.55,0.72,5.00,0.55
548,180.03,5.480,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
549,180.10,5.490,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
550,180.16,5.500,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
551,180.22,5.510,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
552,180.29,5.520,0.000,-0.001,5.00,0.58,0.71,5.00,0.58
553,180.35,5.530,0.000,-0.001,5.00,0.58,0.70,5.00,0.58
554,180.42,5.540,0.000,-0.001,5.00,0.58,0.71,5.00,0.58
555,180.48,5.550,0.000,-0.001,5.00,0.55,0.72,5.00,0.55
556,180.54,5.560,0.000,-0.001,5.00,0.56,0.66,5.00,0.56
557,180.61,5.570,0.000,-0.001,5.00,0.58,0.70,5.00,0.58
558,180.67,5.580,0.000,-0.001,5.00,0.59,0.71,5.00,0.59
559,180.74,5.590,0.000,-0.001,5.00,0.55,0.65,5.00,0.55
560,180.80,5.600,0.000,-0.001,5.00,0.59,0.72,5.00,0.59
561,180.86,5.610,0.000,-0.001,5.00,0.58,0.71,5.00,0.58

=== 统计信息 ===
平均距离: 2.64m
最小距离: 0.12m
最大距离: 5.00m
有效测量次数: 2248
