=== 自动建图数据 ===
总步数: 1224
总时间: 85.31秒
建图方式: 自动探索算法

=== 扫描数据 ===
步数,时间,X,Y,角度,前方,左侧,右侧,后方,最小距离
856,61.76,8.560,0.000,2.144,0.88,1.49,1.18,1.68,0.88
857,61.82,8.570,0.000,2.144,0.87,1.48,1.18,1.69,0.87
858,61.89,8.580,0.000,2.144,0.87,1.48,1.17,1.68,0.87
859,61.95,8.590,0.000,2.144,0.87,1.48,1.17,1.71,0.87
860,62.02,8.600,0.000,2.144,0.85,1.47,1.18,1.71,0.85
861,62.08,8.610,0.000,2.144,0.85,1.47,1.18,1.72,0.85
862,62.14,8.620,0.000,2.144,0.84,1.46,1.19,1.72,0.84
863,62.21,8.630,0.000,2.144,0.84,1.46,1.18,1.73,0.84
864,62.27,8.640,0.000,2.144,0.82,1.45,1.18,1.73,0.82
865,62.34,8.650,0.000,2.144,0.83,1.46,1.19,1.75,0.83
866,62.40,8.660,0.000,2.144,0.80,1.44,1.19,1.74,0.80
867,62.46,8.670,0.000,2.144,0.80,1.44,1.19,1.75,0.80
868,62.53,8.680,0.000,2.144,0.80,1.43,1.19,1.76,0.80
869,62.59,8.690,0.000,2.144,0.80,1.44,1.19,1.77,0.80
870,62.66,8.700,0.000,2.144,0.79,1.43,1.19,1.77,0.79
871,62.72,8.710,0.000,2.144,0.79,1.42,1.19,1.78,0.79
872,62.78,8.720,0.000,2.144,0.78,1.42,1.20,1.78,0.78
873,62.85,8.730,0.000,2.144,0.76,1.41,1.20,1.79,0.76
874,62.91,8.740,0.000,2.144,0.76,1.41,1.20,1.80,0.76
875,62.98,8.750,0.000,2.144,0.74,1.42,1.19,1.79,0.74
876,63.04,8.760,0.000,2.144,0.74,1.44,1.20,1.80,0.74
877,63.10,8.770,0.000,2.144,0.73,1.45,1.20,1.80,0.73
878,63.17,8.780,0.000,2.144,0.74,1.47,1.20,1.83,0.74
879,63.23,8.790,0.000,2.144,0.73,1.45,1.21,1.83,0.73
880,63.30,8.800,0.000,2.144,0.73,1.49,1.21,1.83,0.73
881,63.36,8.810,0.000,2.144,0.71,1.46,1.21,1.83,0.71
882,63.42,8.820,0.000,2.144,0.71,1.48,1.21,1.85,0.71
883,63.49,8.830,0.000,2.144,0.71,1.52,1.21,1.86,0.71
884,63.55,8.840,0.000,2.144,0.69,1.50,1.22,1.86,0.69
885,63.62,8.850,0.000,2.144,0.69,1.54,1.22,1.87,0.69
886,63.68,8.860,0.000,2.144,0.68,1.52,1.22,1.87,0.68
887,63.74,8.870,0.000,2.144,0.68,1.56,1.22,1.87,0.68
888,63.81,8.880,0.000,2.144,0.67,1.57,1.22,1.89,0.67
889,63.87,8.890,0.000,2.144,0.66,1.54,1.23,1.88,0.66
890,63.94,8.900,0.000,2.144,0.67,1.60,1.23,1.89,0.67
891,64.00,8.910,0.000,2.144,0.65,1.60,1.23,1.91,0.65
892,64.06,8.920,0.000,2.144,0.64,1.60,1.22,1.91,0.64
893,64.13,8.930,0.000,2.144,0.63,1.61,1.21,1.91,0.63
894,64.19,8.940,0.000,2.144,0.63,1.60,1.23,1.92,0.63
895,64.26,8.950,0.000,2.144,0.62,1.65,1.24,1.93,0.62
896,64.32,8.960,0.000,2.144,0.62,1.65,1.23,1.94,0.62
897,64.38,8.970,0.000,2.144,0.62,1.66,1.23,1.95,0.62
898,64.45,8.980,0.000,2.144,0.60,1.69,1.24,1.95,0.60
899,64.51,8.990,0.000,2.144,0.61,1.69,1.24,1.95,0.61
900,64.58,9.000,0.000,2.144,0.58,5.00,1.24,1.95,0.58
901,64.64,9.010,0.000,2.144,0.59,5.00,1.24,1.98,0.59
902,64.70,9.020,0.000,2.144,0.58,5.00,1.24,1.99,0.58
903,64.77,9.030,0.000,2.144,0.57,5.00,1.25,1.98,0.57
904,64.83,9.040,0.000,2.144,0.57,5.00,1.25,1.99,0.57
905,64.90,9.050,0.000,2.144,0.56,5.00,1.24,2.00,0.56
906,64.96,9.060,0.000,2.144,0.55,5.00,1.24,1.99,0.55
907,65.02,9.070,0.000,2.144,0.55,5.00,1.25,2.02,0.55
908,65.09,9.080,0.000,2.144,0.54,5.00,1.25,2.02,0.54
909,65.15,9.090,0.000,2.144,0.53,5.00,1.25,2.01,0.53
910,65.22,9.100,0.000,2.144,0.53,5.00,1.25,2.03,0.53
911,65.28,9.110,0.000,2.144,0.52,5.00,1.26,2.03,0.52
912,65.34,9.120,0.000,2.144,0.51,5.00,1.25,2.04,0.51
913,65.41,9.130,0.000,2.144,0.50,5.00,1.24,2.05,0.50
914,65.47,9.140,0.000,2.144,0.50,5.00,1.25,2.06,0.50
915,65.54,9.150,0.000,2.144,0.49,5.00,1.25,2.06,0.49
916,65.60,9.160,0.000,2.144,0.49,5.00,1.25,2.08,0.49
917,65.66,9.170,0.000,2.144,0.49,5.00,1.25,2.08,0.49
918,65.73,9.180,0.000,2.144,0.48,5.00,1.25,2.09,0.48
919,65.79,9.190,0.000,2.144,0.46,5.00,1.24,2.08,0.46
920,65.86,9.200,0.000,2.144,0.46,5.00,1.26,2.08,0.46
921,65.92,9.210,0.000,2.144,0.46,5.00,1.25,2.11,0.46
922,65.98,9.220,0.000,2.144,0.44,5.00,1.26,2.09,0.44
923,66.05,9.230,0.000,2.144,0.44,5.00,1.25,2.12,0.44
924,66.11,9.240,0.000,2.144,0.43,5.00,1.26,2.11,0.43
925,66.18,9.250,0.000,2.144,0.42,5.00,1.26,2.11,0.42
926,66.24,9.260,0.000,2.144,0.42,5.00,1.26,2.12,0.42
927,66.30,9.270,0.000,2.144,0.42,5.00,1.27,2.14,0.42
928,66.37,9.280,0.000,2.144,0.41,5.00,1.27,2.14,0.41
929,66.43,9.290,0.000,2.144,0.40,5.00,1.25,2.15,0.40
930,66.50,9.300,0.000,2.144,0.39,5.00,1.26,2.14,0.39
931,66.56,9.310,0.000,2.061,0.44,5.00,1.24,2.26,0.44
932,66.62,9.320,0.000,2.061,0.45,5.00,1.26,2.30,0.45
933,66.69,9.330,0.000,2.061,0.43,5.00,1.26,2.28,0.43
934,66.75,9.340,0.000,2.061,0.42,5.00,1.24,2.30,0.42
935,66.82,9.350,0.000,2.061,0.43,5.00,1.26,2.32,0.43
936,66.88,9.360,0.000,2.061,0.41,5.00,1.26,2.30,0.41
937,66.94,9.370,0.000,2.061,0.40,5.00,1.24,2.32,0.40
938,67.01,9.380,0.000,2.061,0.41,5.00,1.26,2.34,0.41
939,67.07,9.390,0.000,2.061,0.40,5.00,1.25,2.34,0.40
940,67.14,9.400,0.000,2.061,0.39,5.00,1.26,2.33,0.39
941,67.20,9.410,0.000,2.061,0.38,5.00,1.25,2.34,0.38
942,67.26,9.420,0.000,2.061,0.37,5.00,1.26,2.34,0.37
943,67.33,9.430,0.000,2.061,0.38,5.00,1.26,2.37,0.38
944,67.39,9.440,0.000,2.061,0.37,5.00,1.26,2.37,0.37
945,67.46,9.450,0.000,2.062,0.36,5.00,1.27,2.36,0.36
946,67.52,9.460,0.000,2.062,0.36,5.00,1.26,2.39,0.36
947,67.58,9.470,0.000,2.062,0.36,5.00,1.28,2.39,0.36
948,67.65,9.480,0.000,2.062,0.33,5.00,1.25,2.39,0.33
949,67.71,9.490,0.000,2.062,0.33,5.00,1.26,2.38,0.33
950,67.78,9.500,0.000,2.062,0.33,5.00,1.27,2.40,0.33
951,67.84,9.510,0.000,2.062,0.32,5.00,1.26,2.42,0.32
952,67.90,9.520,0.000,2.062,0.32,5.00,1.27,2.43,0.32
953,67.97,9.530,0.000,2.062,0.31,5.00,1.26,2.44,0.31
954,68.03,9.540,0.000,2.062,0.30,5.00,1.25,2.43,0.30
955,68.10,9.550,0.000,2.062,0.30,5.00,1.26,2.44,0.30
956,68.16,9.560,0.000,2.062,0.29,5.00,1.26,2.44,0.29
957,68.22,9.570,0.000,2.062,0.30,5.00,1.27,2.43,0.30
958,68.29,9.580,0.000,2.062,0.28,5.00,1.26,2.44,0.28
959,68.35,9.590,0.000,2.062,0.29,5.00,1.26,2.45,0.29
960,68.42,9.600,0.000,2.062,0.29,5.00,1.27,2.43,0.29
961,68.48,9.610,0.000,2.062,0.29,5.00,1.26,2.46,0.29
962,68.54,9.620,0.000,2.062,0.28,5.00,1.26,2.44,0.28
963,68.61,9.630,0.000,2.062,0.28,5.00,1.26,2.46,0.28
964,68.67,9.640,0.000,2.062,0.28,5.00,1.26,2.46,0.28
965,68.74,9.650,0.000,2.062,0.28,5.00,1.27,2.44,0.28
966,68.80,9.660,0.000,2.062,0.27,5.00,1.26,2.46,0.27
967,68.86,9.670,0.000,2.062,0.27,5.00,1.26,2.47,0.27
968,68.93,9.680,0.000,2.062,0.27,5.00,1.27,2.45,0.27
969,68.99,9.690,0.000,2.062,0.27,5.00,1.26,2.47,0.27
970,69.06,9.700,0.000,2.062,0.27,5.00,1.26,2.47,0.27
971,69.12,9.710,0.000,2.062,0.27,5.00,1.27,2.48,0.27
972,69.18,9.720,0.000,2.062,0.26,5.00,1.26,2.48,0.26
973,69.25,9.730,0.000,2.062,0.26,5.00,1.27,2.46,0.26
974,69.31,9.740,0.000,2.062,0.26,5.00,1.27,2.46,0.26
975,69.38,9.750,0.000,2.062,0.25,5.00,1.26,2.45,0.25
976,69.44,9.760,0.000,2.062,0.25,5.00,1.27,2.46,0.25
977,69.50,9.770,0.000,2.062,0.25,5.00,1.27,2.47,0.25
978,69.57,9.780,0.000,2.062,0.25,2.80,1.27,2.47,0.25
979,69.63,9.790,0.000,2.062,0.25,2.79,1.26,2.49,0.25
980,69.70,9.800,0.000,2.062,0.25,2.79,1.26,2.50,0.25
981,69.76,9.810,0.000,2.062,0.24,2.79,1.26,2.50,0.24
982,69.82,9.820,0.000,2.062,0.23,2.78,1.26,2.49,0.23
983,69.89,9.830,0.000,2.062,0.24,2.79,1.26,2.50,0.24
984,69.95,9.840,0.000,2.062,0.24,2.79,1.26,2.50,0.24
985,70.02,9.850,0.000,2.062,0.23,2.79,1.27,2.48,0.23
986,70.08,9.860,0.000,2.062,0.23,2.78,1.26,2.51,0.23
987,70.14,9.870,0.000,2.062,0.22,2.79,1.26,2.51,0.22
988,70.21,9.880,0.000,2.062,0.23,2.80,1.27,2.50,0.23
989,70.27,9.890,0.000,2.062,0.22,2.78,1.27,2.53,0.22
990,70.34,9.900,0.000,2.062,0.23,2.79,1.26,2.52,0.23
991,70.40,9.910,0.000,1.979,0.26,2.66,1.28,2.65,0.26
992,70.46,9.920,0.000,1.979,0.26,2.66,1.28,2.66,0.26
993,70.53,9.930,0.000,1.979,0.26,2.65,1.28,2.68,0.26
994,70.59,9.940,0.000,1.979,0.26,2.65,1.27,2.68,0.26
995,70.66,9.950,0.000,1.979,0.26,2.65,1.27,2.68,0.26
996,70.72,9.960,0.000,1.979,0.25,2.65,1.27,2.65,0.25
997,70.78,9.970,0.000,1.979,0.25,2.65,1.27,2.69,0.25
998,70.85,9.980,0.000,1.979,0.24,2.65,1.27,2.66,0.24
999,70.91,9.990,0.000,1.979,0.24,2.65,1.27,2.66,0.24
1000,70.98,10.000,0.000,1.979,0.24,2.64,1.27,2.68,0.24
1001,71.04,10.010,0.000,1.979,0.24,2.66,1.28,2.68,0.24
1002,71.10,10.020,0.000,1.979,0.23,2.65,1.27,2.66,0.23
1003,71.17,10.030,0.000,1.979,0.24,2.67,1.28,2.68,0.24
1004,71.23,10.040,0.000,1.979,0.23,2.67,1.27,2.70,0.23
1005,71.30,10.050,0.000,1.979,0.23,2.68,1.28,2.68,0.23
1006,71.36,10.060,0.000,1.979,0.23,2.69,1.27,2.68,0.23
1007,71.42,10.070,0.000,1.979,0.23,2.69,1.27,2.70,0.23
1008,71.49,10.080,0.000,1.979,0.23,2.71,1.28,2.69,0.23
1009,71.55,10.090,0.000,1.979,0.22,2.70,1.26,2.70,0.22
1010,71.62,10.100,0.000,1.979,0.21,2.72,1.27,2.68,0.21
1011,71.68,10.110,0.000,1.979,0.21,2.73,1.27,2.68,0.21
1012,71.74,10.120,0.000,1.979,0.22,2.74,1.27,2.72,0.22
1013,71.81,10.130,0.000,1.979,0.22,2.74,1.27,2.72,0.22
1014,71.87,10.140,0.000,1.979,0.22,2.76,1.28,2.70,0.22
1015,71.94,10.150,0.000,1.979,0.21,2.76,1.27,2.72,0.21
1016,72.00,10.160,0.000,1.979,0.20,2.77,1.27,2.70,0.20
1017,72.06,10.170,0.000,1.979,0.21,2.78,1.27,2.73,0.21
1018,72.13,10.180,0.000,1.979,0.21,2.78,1.27,2.73,0.21
1019,72.19,10.190,0.000,1.996,0.19,2.64,1.26,2.69,0.19
1020,72.26,10.200,0.000,1.996,0.18,2.64,1.26,2.69,0.18
1021,72.32,10.210,0.000,1.959,0.20,2.94,1.27,2.74,0.20
1022,72.38,10.220,0.000,1.970,0.20,2.86,1.28,2.75,0.20
1023,72.45,10.230,0.000,1.982,0.19,2.75,1.27,2.73,0.19
1024,72.51,10.240,0.000,1.993,0.18,2.64,1.27,2.70,0.18
1025,72.58,10.250,0.000,2.005,0.17,2.64,1.26,2.68,0.17
1026,72.64,10.260,0.000,2.017,0.17,2.69,1.27,2.67,0.17
1027,72.70,10.270,0.000,2.028,0.16,2.69,1.26,2.64,0.16
1028,72.77,10.280,0.000,2.040,0.16,2.69,1.27,2.59,0.16
1029,72.83,10.290,0.000,2.052,0.16,2.73,1.26,2.60,0.16
1030,72.90,10.300,0.000,2.064,0.16,2.76,1.27,2.58,0.16
1031,72.96,10.310,0.000,2.076,0.16,2.77,1.27,2.56,0.16
1032,73.02,10.320,0.000,2.087,0.16,2.79,1.26,2.54,0.16
1033,73.09,10.330,0.000,2.099,0.15,5.00,1.26,2.51,0.15
1034,73.15,10.340,0.000,2.111,0.14,5.00,1.25,2.49,0.14
1035,73.22,10.350,0.000,2.123,0.15,5.00,1.26,2.45,0.15
1036,73.28,10.360,0.000,2.135,0.14,5.00,1.26,2.46,0.14
1037,73.34,10.370,0.000,2.146,0.14,5.00,1.25,2.41,0.14
1038,73.41,10.380,0.000,2.158,0.13,5.00,1.24,2.41,0.13
1039,73.47,10.390,0.000,2.170,0.14,5.00,1.25,2.37,0.14
1040,73.54,10.400,0.000,2.181,0.14,5.00,1.25,2.37,0.14
1041,73.60,10.410,0.000,2.193,0.14,5.00,1.25,2.36,0.14
1042,73.66,10.420,0.000,2.205,0.13,5.00,1.25,2.33,0.13
1043,73.73,10.430,0.000,2.218,0.13,5.00,1.25,2.30,0.13
1044,73.79,10.440,0.000,2.231,0.14,5.00,1.26,2.27,0.14
1045,73.86,10.450,0.000,2.244,0.12,5.00,1.25,1.09,0.12
1046,73.92,10.460,0.000,2.256,0.12,5.00,1.25,1.05,0.12
1047,73.98,10.470,0.000,2.269,0.12,5.00,1.25,1.03,0.12
1048,74.05,10.480,0.000,2.281,0.13,5.00,1.26,1.03,0.13
1049,74.11,10.490,0.000,2.282,5.00,5.00,1.24,1.03,1.03
1050,74.18,10.500,0.000,2.282,5.00,5.00,1.24,1.03,1.03
1051,74.24,10.510,0.000,2.282,5.00,5.00,1.24,1.02,1.02
1052,74.30,10.520,0.000,2.282,0.12,5.00,1.25,1.02,0.12
1053,74.37,10.530,0.000,2.282,0.13,5.00,1.26,1.02,0.13
1054,74.43,10.540,0.000,2.282,5.00,5.00,1.25,1.03,1.03
1055,74.50,10.550,0.000,2.282,0.12,5.00,1.25,1.03,0.12
1056,74.56,10.560,0.000,2.282,0.13,5.00,1.26,1.02,0.13
1057,74.62,10.570,0.000,2.282,5.00,5.00,1.24,1.03,1.03
1058,74.69,10.580,0.000,2.282,0.12,5.00,1.25,1.03,0.12
1059,74.75,10.590,0.000,2.282,0.12,5.00,1.25,1.03,0.12
1060,74.82,10.600,0.000,2.282,5.00,5.00,1.24,1.02,1.02
1061,74.88,10.610,0.000,2.282,0.13,5.00,1.25,1.04,0.13
1062,74.94,10.620,0.000,2.282,0.13,5.00,1.25,1.04,0.13
1063,75.01,10.630,0.000,2.282,0.13,5.00,1.25,1.02,0.13
1064,75.07,10.640,0.000,2.282,0.13,5.00,1.25,1.02,0.13
1065,75.14,10.650,0.000,2.282,5.00,5.00,1.24,1.03,1.03
1066,75.20,10.660,0.000,2.282,0.13,5.00,1.26,1.03,0.13
1067,75.26,10.670,0.000,2.282,0.13,5.00,1.26,1.02,0.13
1068,75.33,10.680,0.000,2.282,0.13,5.00,1.26,1.02,0.13
1069,75.39,10.690,0.000,2.282,5.00,5.00,1.25,1.03,1.03
1070,75.46,10.700,0.000,2.282,5.00,5.00,1.25,1.03,1.03
1071,75.52,10.710,0.000,2.282,0.12,5.00,1.25,1.03,0.12
1072,75.58,10.720,0.000,2.282,0.12,5.00,1.25,1.03,0.12
1073,75.65,10.730,0.000,2.330,5.00,5.00,1.26,0.97,0.97
1074,75.71,10.740,0.000,2.378,5.00,5.00,1.26,0.93,0.93
1075,75.78,10.750,0.000,2.425,5.00,5.00,1.26,0.88,0.88
1076,75.84,10.760,0.000,2.473,5.00,1.70,1.29,0.90,0.90
1077,75.90,10.770,0.000,2.521,5.00,1.63,1.29,0.95,0.95
1078,75.97,10.780,0.000,2.568,5.00,1.59,1.31,1.03,1.03
1079,76.03,10.790,0.000,2.616,5.00,1.73,1.32,1.76,1.32
1080,76.10,10.800,0.000,2.616,5.00,1.73,1.32,1.77,1.32
1081,76.16,10.810,0.000,2.568,5.00,1.58,1.30,1.04,1.04
1082,76.22,10.820,0.000,2.520,5.00,1.66,1.29,0.97,0.97
1083,76.29,10.830,0.000,2.472,5.00,1.71,1.29,0.90,0.90
1084,76.35,10.840,0.000,2.424,5.00,5.00,1.27,0.88,0.88
1085,76.42,10.850,0.000,2.373,5.00,5.00,1.27,0.93,0.93
1086,76.48,10.860,0.000,2.320,5.00,5.00,1.26,0.98,0.98
1087,76.54,10.870,0.000,2.268,0.13,5.00,1.25,1.05,0.13
1088,76.61,10.880,0.000,2.255,5.00,5.00,1.24,1.06,1.06
1089,76.67,10.890,0.000,2.204,0.14,5.00,1.25,2.31,0.14
1090,76.74,10.900,0.000,2.191,0.13,5.00,1.25,2.35,0.13
1091,76.80,10.910,0.000,2.166,0.14,5.00,1.25,2.40,0.14
1092,76.86,10.920,0.000,2.140,0.15,5.00,1.26,2.42,0.15
1093,76.93,10.930,0.000,2.115,0.15,5.00,1.26,2.49,0.15
1094,76.99,10.940,0.000,2.089,0.16,2.80,1.27,2.51,0.16
1095,77.06,10.950,0.000,2.063,0.16,2.73,1.26,2.55,0.16
1096,77.12,10.960,0.000,2.036,0.18,2.70,1.27,2.61,0.18
1097,77.18,10.970,0.000,2.010,0.18,2.66,1.27,2.66,0.18
1098,77.25,10.980,0.000,1.983,0.19,2.74,1.28,2.70,0.19
1099,77.31,10.990,0.000,1.956,0.20,2.95,1.27,2.77,0.20
1100,77.38,11.000,0.000,1.929,0.22,5.00,1.30,2.81,0.22
1101,77.44,11.010,0.000,1.902,0.23,5.00,1.29,2.86,0.23
1102,77.50,11.020,0.000,1.875,0.25,5.00,1.29,2.93,0.25
1103,77.57,11.030,0.000,1.847,0.27,5.00,1.32,2.97,0.27
1104,77.63,11.040,0.000,1.819,0.28,5.00,1.32,3.01,0.28
1105,77.70,11.050,0.000,1.792,0.31,5.00,1.33,3.08,0.31
1106,77.76,11.060,0.000,1.764,1.96,5.00,1.34,3.13,1.34
1107,77.82,11.070,0.000,1.735,1.90,1.51,1.35,3.18,1.35
1108,77.89,11.080,0.000,1.707,1.88,1.50,1.35,3.23,1.35
1109,77.95,11.090,0.000,1.679,1.85,1.49,1.35,3.31,1.35
1110,78.02,11.100,0.000,1.650,1.82,1.48,1.37,3.36,1.37
1111,78.08,11.110,0.000,1.621,1.79,1.48,1.38,3.42,1.38
1112,78.14,11.120,0.000,1.593,1.75,1.48,1.40,3.46,1.40
1113,78.21,11.130,0.000,1.568,1.75,1.47,1.41,5.00,1.41
1114,78.27,11.140,0.000,1.544,1.72,1.48,1.43,5.00,1.43
1115,78.34,11.150,0.000,1.519,1.70,2.94,1.44,5.00,1.44
1116,78.40,11.160,0.000,1.495,1.68,2.95,1.45,5.00,1.45
1117,78.46,11.170,0.000,1.467,1.65,2.97,1.47,5.00,1.47
1118,78.53,11.180,0.000,1.440,1.64,5.00,1.49,5.00,1.49
1119,78.59,11.190,0.000,1.412,1.62,5.00,1.49,5.00,1.49
1120,78.66,11.200,0.000,1.384,1.61,5.00,1.52,5.00,1.52
1121,78.72,11.210,0.000,1.356,1.59,0.36,1.54,5.00,0.36
1122,78.78,11.220,0.000,1.328,1.56,0.32,1.55,5.00,0.32
1123,78.85,11.230,0.000,1.300,1.55,0.31,1.58,5.00,0.31
1124,78.91,11.240,0.000,1.272,1.53,0.28,1.59,5.00,0.28
1125,78.98,11.250,0.000,1.272,1.53,0.29,1.60,5.00,0.29
1126,79.04,11.260,0.000,1.272,1.53,0.28,1.60,5.00,0.28
1127,79.10,11.270,0.000,1.310,1.55,0.30,1.57,5.00,0.30
1128,79.17,11.280,0.000,1.310,1.55,0.31,1.57,5.00,0.31
1129,79.23,11.290,0.000,1.347,1.58,0.36,1.54,5.00,0.36
1130,79.30,11.300,0.000,1.385,1.60,5.00,1.51,5.00,1.51
1131,79.36,11.310,0.000,1.422,1.62,5.00,1.49,5.00,1.49
1132,79.42,11.320,0.000,1.459,1.64,2.98,1.46,5.00,1.46
1133,79.49,11.330,0.000,1.496,1.67,2.96,1.44,5.00,1.44
1134,79.55,11.340,0.000,1.533,1.70,2.95,1.42,5.00,1.42
1135,79.62,11.350,0.000,1.570,1.75,1.49,1.41,5.00,1.41
1136,79.68,11.360,0.000,1.612,1.77,1.49,1.38,3.44,1.38
1137,79.74,11.370,0.000,1.651,1.81,1.50,1.37,3.33,1.37
1138,79.81,11.380,0.000,1.690,1.85,1.49,1.35,3.29,1.35
1139,79.87,11.390,0.000,1.728,1.89,1.50,1.33,3.21,1.33
1140,79.94,11.400,0.000,1.765,1.96,5.00,1.34,3.12,1.34
1141,80.00,11.410,0.000,1.803,0.34,5.00,1.32,3.05,0.34
1142,80.06,11.420,0.000,1.840,0.27,5.00,1.31,2.97,0.27
1143,80.13,11.430,0.000,1.852,0.26,5.00,1.31,2.95,0.26
1144,80.19,11.440,0.000,1.864,0.26,5.00,1.29,2.95,0.26
1145,80.26,11.450,0.000,1.876,0.25,5.00,1.29,2.93,0.25
1146,80.32,11.460,0.000,1.888,0.24,5.00,1.29,2.90,0.24
1147,80.38,11.470,0.000,1.901,0.23,5.00,1.29,2.86,0.23
1148,80.45,11.480,0.000,1.913,0.23,5.00,1.30,2.85,0.23
1149,80.51,11.490,0.000,1.925,0.20,5.00,1.27,2.83,0.20
1150,80.58,11.500,0.000,1.937,0.20,5.00,1.29,2.79,0.20
1151,80.64,11.510,0.000,1.949,0.20,5.00,1.29,2.77,0.20
1152,80.70,11.520,0.000,1.961,0.19,2.93,1.28,2.74,0.19
1153,80.77,11.530,0.000,1.973,0.18,2.82,1.27,2.74,0.18
1154,80.83,11.540,0.000,1.985,0.18,2.72,1.28,2.70,0.18
1155,80.90,11.550,0.000,1.998,0.18,2.65,1.28,2.71,0.18
1156,80.96,11.560,0.000,2.010,0.17,2.67,1.27,2.68,0.17
1157,81.02,11.570,0.000,2.022,0.16,2.68,1.26,2.65,0.16
1158,81.09,11.580,0.000,2.034,0.16,2.70,1.26,2.64,0.16
1159,81.15,11.590,0.000,2.046,0.17,2.73,1.27,2.62,0.17
1160,81.22,11.600,0.000,2.058,0.17,2.73,1.28,2.57,0.17
1161,81.28,11.610,0.000,2.070,0.16,2.74,1.27,2.58,0.16
1162,81.34,11.620,0.000,2.082,0.16,2.79,1.27,2.53,0.16
1163,81.41,11.630,0.000,2.094,0.15,2.80,1.26,2.50,0.15
1164,81.47,11.640,0.000,2.105,0.16,5.00,1.27,2.49,0.16
1165,81.54,11.650,0.000,2.117,0.15,5.00,1.26,2.49,0.15
1166,81.60,11.660,0.000,2.129,0.14,5.00,1.25,2.46,0.14
1167,81.66,11.670,0.000,2.141,0.14,5.00,1.26,2.42,0.14
1168,81.73,11.680,0.000,2.153,0.14,5.00,1.26,2.41,0.14
1169,81.79,11.690,0.000,2.164,0.13,5.00,1.24,2.40,0.13
1170,81.86,11.700,0.000,2.176,0.14,5.00,1.25,2.38,0.14
1171,81.92,11.710,0.000,2.266,5.00,5.00,1.25,1.05,1.05
1172,81.98,11.720,0.000,2.267,0.13,5.00,1.25,1.05,0.13
1173,82.05,11.730,0.000,2.266,0.13,5.00,1.25,1.04,0.13
1174,82.11,11.740,0.000,2.285,5.00,5.00,1.24,1.03,1.03
1175,82.18,11.750,0.000,2.285,0.13,5.00,1.26,1.03,0.13
1176,82.24,11.760,0.000,2.311,0.13,5.00,1.26,0.99,0.13
1177,82.30,11.770,0.000,2.326,5.00,5.00,1.25,0.98,0.98
1178,82.37,11.780,0.000,2.364,5.00,5.00,1.26,0.94,0.94
1179,82.43,11.790,0.000,2.402,5.00,5.00,1.27,0.90,0.90
1180,82.50,11.800,0.000,2.439,5.00,1.80,1.28,0.89,0.89
1181,82.56,11.810,0.000,2.476,5.00,1.71,1.27,0.92,0.92
1182,82.62,11.820,0.000,2.512,5.00,1.69,1.28,0.98,0.98
1183,82.69,11.830,0.000,2.547,5.00,1.65,1.29,1.05,1.05
1184,82.75,11.840,0.000,2.581,5.00,1.60,1.30,1.08,1.08
1185,82.82,11.850,0.000,2.615,5.00,1.72,1.31,1.76,1.31
1186,82.88,11.860,0.000,2.648,5.00,1.82,1.32,1.71,1.32
1187,82.94,11.870,0.000,2.681,5.00,3.44,1.33,1.69,1.33
1188,83.01,11.880,0.000,2.712,5.00,5.00,1.34,1.65,1.34
1189,83.07,11.890,0.000,2.758,5.00,5.00,1.36,1.61,1.36
1190,83.14,11.900,0.000,2.806,5.00,5.00,1.38,1.58,1.38
1191,83.20,11.910,0.000,2.857,5.00,5.00,1.41,1.53,1.41
1192,83.26,11.920,0.000,2.907,5.00,5.00,1.44,1.50,1.44
1193,83.33,11.930,0.000,2.957,5.00,5.00,1.47,1.45,1.45
1194,83.39,11.940,0.000,3.006,5.00,5.00,1.50,1.44,1.44
1195,83.46,11.950,0.000,3.054,5.00,5.00,1.54,1.41,1.41
1196,83.52,11.960,0.000,3.102,2.96,5.00,1.58,1.37,1.37
1197,83.58,11.970,0.000,-3.134,2.95,5.00,1.61,1.36,1.36
1198,83.65,11.980,0.000,3.129,2.95,5.00,1.61,1.36,1.36
1199,83.71,11.990,0.000,-3.108,5.00,5.00,1.65,1.35,1.35
1200,83.78,12.000,0.000,-3.130,2.97,5.00,1.64,1.36,1.36
1201,83.84,12.010,0.000,-3.133,2.95,5.00,1.63,1.36,1.36
1202,83.90,12.020,0.000,-3.134,2.94,5.00,1.62,1.35,1.35
1203,83.97,12.030,0.000,-3.136,2.95,5.00,1.61,1.36,1.36
1204,84.03,12.040,0.000,-3.137,2.95,5.00,1.61,1.36,1.36
1205,84.10,12.050,0.000,-3.138,2.95,5.00,1.62,1.36,1.36
1206,84.16,12.060,0.000,-3.139,2.96,5.00,1.62,1.36,1.36
1207,84.22,12.070,0.000,-3.139,2.96,5.00,1.62,1.36,1.36
1208,84.29,12.080,0.000,-3.140,2.95,5.00,1.62,1.36,1.36
1209,84.35,12.090,0.000,-3.140,2.96,5.00,1.62,1.36,1.36
1210,84.42,12.100,0.000,-3.140,2.96,5.00,1.62,1.36,1.36
1211,84.48,12.110,0.000,-3.141,2.96,5.00,1.62,1.36,1.36
1212,84.54,12.120,0.000,-3.141,2.96,5.00,1.61,1.36,1.36
1213,84.61,12.130,0.000,-3.141,2.95,5.00,1.61,1.36,1.36
1214,84.67,12.140,0.000,-3.141,2.97,5.00,1.62,1.37,1.37
